A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	0	0	#	#	#	0	1.0	1.0	32	137.75904695885293	4998	262	0.5	80693.89221434791	592	592
#	0	0	1	#	#	0	0.235310541775272	0.7487352445193929	6	160.67373473772062	4998	262	0.5	14131.349522488112	444	593
0	#	#	1	#	#	1	0.23697054972214196	0.7497886728655959	10	177.25763922951472	4964	267	0.3333333333333333	42788.903999928676	887	1183
0	1	#	#	0	0	0	0.03178326413236095	0.5016949152542373	1	163.60834527098947	4993	273	0.6666666666666666	2944.608305898392	148	295
0	1	#	0	#	#	0	1.0	1.0	49	159.3973072814479	4993	274	0.5	218924.17320821446	590	590
1	0	#	#	1	#	1	1.0	1.0	29	161.91591719500835	4960	288	0.5	79086.96407503115	588	588
#	#	#	1	1	#	1	0.23529704517412295	0.7487266553480475	6	184.45105746923667	4966	288	0.3333333333333333	16877.205846943783	882	1178
1	0	#	0	#	#	0	0.03178692900760871	0.5017064846416383	1	150.36915087621657	4974	293	0.5	2706.01844760197	294	586
#	1	1	#	0	1	1	0.24000744648403904	0.7517006802721088	4	165.85913109806472	4840	295	0.6666666666666666	663.4365243922589	221	294
1	#	#	#	#	0	0	0.24000744648403904	0.7517006802721088	16	180.27262883308038	4997	298	0.3333333333333333	109993.1446463103	884	1176
#	0	#	#	#	#	1	0.03125	0.5	2	162.22995758118006	4991	311	0.16666666666666666	12091.563307970924	1171	2342
#	#	1	1	1	1	1	1.0	1.0	10	228.3885561784456	4966	311	0.6666666666666666	2283.885561784456	294	294
#	1	#	#	#	0	0	0.2373046875	0.75	9	174.64058277855105	4997	325	0.3333333333333333	34099.22052086726	876	1168
#	0	0	1	#	1	0	0.23328266737586376	0.7474402730375427	3	147.3420596325148	4998	326	0.6666666666666666	438.5327236219306	219	293
0	#	#	1	#	0	1	0.23662706176475934	0.7495711835334476	5	153.42716688482545	4939	331	0.5	9272.534137309402	437	583
0	1	#	1	#	#	1	1.0	1.0	33	178.5236223328721	4964	331	0.5	118052.20464814895	583	583
1	#	#	0	#	0	0	0.23799093541488558	0.7504332755632582	4	182.67331931335772	4965	378	0.5	730.6932772534309	433	577
1	1	#	#	#	0	0	1.0	1.0	37	175.9961790815189	4997	378	0.5	137824.76639486576	578	578
#	0	0	#	#	1	0	0.23525543650134045	0.7487001733102253	4	138.5022043742014	4998	390	0.5	540.511021871007	432	577
#	#	#	0	0	0	0	0.5122720981092653	0.8747826086956522	8	183.36411800151942	4993	393	0.5	1466.9129440121553	503	575
0	0	#	#	#	#	1	0.031114484159217037	0.49956559513466553	2	154.34059840725584	4991	394	0.3333333333333333	11350.05963584521	575	1151
#	1	#	0	1	#	0	0.23592980888821863	0.7491289198606271	7	165.65325217010655	4973	402	0.5	19680.394886848888	430	574
1	#	1	1	#	1	1	0.2331705607570618	0.7473684210526316	1	174.675403825396	4966	439	0.6666666666666666	174.675403825396	213	285
#	0	0	#	#	#	0	0.23626296528376703	0.7493403693931399	12	153.9834276074394	4998	454	0.3333333333333333	53622.493105731606	852	1137
#	#	1	0	#	1	0	0.007481397371351046	0.37566137566137564	1	155.0034596402636	4974	458	0.5	11851.661707473386	213	567
#	1	1	1	#	#	1	0.2366079625334324	0.7495590828924162	4	190.5566532689267	4966	459	0.5	762.2266130757068	425	567
#	1	#	1	0	#	1	0.23591042175255378	0.7491166077738516	1	154.6486167966907	4917	474	0.5	154.6486167966907	424	566
#	1	1	1	0	#	1	0.2345128987424522	0.74822695035461	1	165.98248223791984	4762	487	0.6666666666666666	165.98248223791984	211	282
#	#	1	0	#	#	1	0.03139013430421562	0.5004476275738585	2	165.47567804299885	4991	522	0.3333333333333333	12062.062221034214	559	1117
#	#	#	1	#	#	1	0.0952397188230875	0.6248325145154087	2	172.85052653237432	4966	523	0.16666666666666666	4283.701444068766	1399	2239
#	#	1	1	#	0	1	0.09485671825832799	0.6243291592128801	2	157.06915759655539	4939	523	0.5	3788.81489542289	349	559
#	1	1	#	0	#	1	0.03069197864913294	0.4982014388489209	1	171.90309511983443	4840	552	0.5	3203.9032018780194	277	556
1	0	1	#	#	#	0	0.03125	0.5	1	154.7552168320671	4974	558	0.5	2832.799610609428	277	554
1	#	1	#	1	#	1	0.2373046875	0.75	5	179.6949364324794	4988	572	0.5	10829.043762100335	414	552
#	#	1	#	#	#	1	0.0955406379728031	0.6252268602540835	2	186.41635107673986	4991	587	0.16666666666666666	4464.537085063848	1378	2204
1	#	#	0	#	#	0	0.03168043428288877	0.5013698630136987	1	168.58623974752277	4974	622	0.3333333333333333	3044.0485533040137	549	1095
0	#	#	0	#	#	0	0.23766943487578207	0.7502304147465437	5	147.18394754609213	4993	658	0.3333333333333333	8856.205788206767	814	1085
#	0	0	#	#	0	0	0.23877862512345643	0.7509293680297398	6	177.09595199253062	4965	675	0.5	15273.418981109038	404	538
#	1	#	#	0	1	1	0.23803665698536836	0.7504621072088724	3	141.59825994071423	4917	680	0.5	424.7947798221427	406	541
#	1	0	#	1	#	0	0.03125	0.5	1	156.00262660729106	4973	685	0.5	2855.6334898017485	269	538
#	1	#	#	1	1	1	0.23804211604089037	0.750465549348231	4	187.65805267099728	4988	702	0.5	750.6322106839891	403	537
#	1	#	1	#	#	1	0.23693562895949116	0.7497665732959851	8	173.3336879798557	4966	715	0.3333333333333333	26782.626008214454	803	1071
0	1	#	0	#	#	1	0.0	0.0	1	159.3973072814479	755	755	0.5	9118.041366439584	0	530
#	#	1	1	1	#	1	0.512908935546875	0.875	12	208.9305489572675	4966	771	0.5	33554.03475049265	462	528
1	#	#	#	1	#	1	0.23580466267983974	0.7490494296577946	8	164.36891926620638	4988	793	0.3333333333333333	26040.812880224694	788	1052
#	1	1	#	#	#	1	0.030952948925597273	0.49904580152671757	1	185.7123093638549	4988	808	0.3333333333333333	3432.094498375472	523	1048
#	#	1	#	0	#	1	0.03125	0.5	1	159.0376966476842	4955	842	0.3333333333333333	2911.190552139284	519	1038
#	1	1	1	1	#	1	0.23578155590252478	0.749034749034749	4	209.06032825368175	4966	843	0.6666666666666666	836.241313014727	194	259
#	1	#	#	#	#	0	0.03132551953943312	0.5002414292612265	1	172.8916438425321	4997	863	0.16666666666666666	3157.1578684982455	1036	2071
#	1	0	1	#	#	1	0.23576973348551616	0.7490272373540856	1	147.53878482766743	4964	885	0.5	147.53878482766743	385	514
#	1	#	0	1	1	1	0.03125	0.5	1	159.85129594790556	4988	894	0.6666666666666666	2926.0835155432915	128	256
#	#	#	#	#	0	0	0.09541412087484243	0.6250611845325502	2	179.25618532466848	4997	909	0.16666666666666666	4298.74878373473	1277	2043
#	1	#	0	#	0	0	1.0	1.0	22	183.42587277730453	4993	914	0.5	50783.95654887256	510	510
1	0	#	#	#	#	1	0.03125	0.5	1	160.64226800292522	4960	921	0.3333333333333333	2994.8063418773963	509	1018
1	0	1	0	#	#	0	0.03125	0.5	1	150.06313905959053	4974	942	0.6666666666666666	2746.910964275493	126	252
#	0	#	1	#	#	0	0.03109545035261522	0.49950445986124875	1	166.96197311697213	4998	966	0.3333333333333333	3124.7145668892676	504	1009
0	1	#	#	#	#	0	0.03125	0.5	2	167.8184763879092	4993	991	0.3333333333333333	12287.69211911256	500	1000
#	1	1	#	#	1	1	0.24127822080259828	0.7524950099800399	6	193.54488696982517	4988	998	0.5	16519.110542989267	377	501
1	1	#	#	#	#	0	0.03156249751246106	0.500996015936255	1	170.14190406257933	4997	1002	0.3333333333333333	3083.617524151538	503	1004
1	#	1	0	#	#	0	0.0315643837851264	0.501002004008016	1	167.81234136563185	4974	1006	0.5	3041.2152476326905	250	499
#	#	#	1	1	1	1	0.513646509390355	0.8752515090543259	4	193.3344770542216	4966	1027	0.5	814.6723852711079	435	497
0	#	1	0	0	1	1	0.030000163240177628	0.4959349593495935	1	141.90350340500922	4874	1034	0.8333333333333334	2705.7650172895633	61	123
1	#	#	#	#	#	0	0.031171205284705246	0.49974760222110043	1	165.77210923282638	4997	1037	0.16666666666666666	3097.4889423135223	990	1981
1	0	#	0	1	#	0	0.0	0.0	1	146.60890840721135	1049	1049	0.6666666666666666	8386.503601250562	0	246
#	0	0	1	#	0	0	0.2389234037835294	0.7510204081632653	4	175.73673373362163	4956	1059	0.6666666666666666	702.9469349344865	184	245
#	1	#	#	#	1	1	0.23770649012973186	0.750253807106599	10	164.51085723069326	4988	1064	0.3333333333333333	39588.960959300886	739	985
#	1	#	#	0	#	1	0.03077795430192475	0.49848024316109424	2	165.33217061138242	4917	1064	0.3333333333333333	12291.310391489773	492	987
#	#	#	#	#	1	1	0.0954648845567071	0.6251276813074566	3	165.88441329312442	4991	1086	0.16666666666666666	9147.117927397592	1224	1958
#	#	#	0	#	0	0	0.23770978246795016	0.7502558853633572	6	178.2813720805813	4993	1089	0.3333333333333333	15444.789429459308	733	977
#	#	0	#	0	#	0	0.2373046875	0.75	4	161.92855186210824	4998	1094	0.3333333333333333	647.714207448433	732	976
#	0	1	0	#	#	1	0.2356681096969878	0.7489626556016598	2	138.30672584334837	4991	1115	0.5	276.61345168669675	361	482
#	1	0	0	1	#	0	0.23405398749273643	0.7479338842975206	4	161.25464258835123	4973	1133	0.6666666666666666	645.0185703534049	181	242
1	0	#	0	#	1	0	0.03190374303770491	0.5020746887966805	1	140.73392312150577	4974	1134	0.6666666666666666	2523.3513940393505	121	241
#	1	0	#	0	1	1	0.23405398749273643	0.7479338842975206	1	129.8711446316468	4917	1141	0.6666666666666666	129.8711446316468	181	242
#	0	1	#	1	#	1	1.0	1.0	20	181.7036656024066	4991	1177	0.5	41576.14874813584	475	475
#	1	#	#	#	#	1	0.03100316079461993	0.49920760697305866	2	172.8916438425321	4988	1214	0.16666666666666666	12759.939046715412	945	1893
#	0	1	#	0	1	0	0.03192057641682165	0.502127659574468	1	128.0386735645613	4974	1226	0.6666666666666666	2294.51562159536	118	235
1	#	0	#	0	#	0	0.23562644326641038	0.7489361702127659	2	172.61630776056828	4997	1253	0.5	345.23261552113655	352	470
#	#	#	0	#	#	0	0.09613528139130917	0.6260032102728732	5	163.01840353830477	4993	1262	0.16666666666666666	24250.149491700457	1170	1869
#	#	0	#	#	0	0	0.24033259729565296	0.7519042437431991	6	180.4259199438608	4997	1315	0.3333333333333333	15459.994204820152	691	919
#	1	0	1	1	#	1	0.23216841701781052	0.7467248908296943	1	147.59353943560183	4964	1316	0.6666666666666666	147.59353943560183	171	229
#	1	0	#	#	1	1	0.23474202592848975	0.7483731019522777	1	138.60740038796047	4964	1323	0.5	138.60740038796047	345	461
#	#	#	#	0	1	1	0.03074434724762547	0.498371335504886	2	138.82331504277093	4917	1323	0.3333333333333333	10331.840742190167	459	921
#	0	1	#	#	1	1	0.23643671225107857	0.7494505494505495	5	168.75385875297277	4991	1354	0.5	10207.02989804881	341	455
#	1	0	1	0	#	1	0.23207791712921816	0.7466666666666667	1	146.3182155639474	4917	1398	0.6666666666666666	146.3182155639474	168	225
#	0	1	1	0	1	0	0.03125	0.5	1	132.72434539266845	4861	1405	0.8333333333333334	2429.5237449393344	56	112
#	#	0	#	#	#	0	0.09510178436385364	0.6246514221974344	4	157.09730080999458	4998	1414	0.16666666666666666	15199.099190323757	1120	1793
#	1	1	0	#	#	0	0.23553640412115903	0.7488789237668162	3	175.36507198447342	4993	1431	0.5	526.0952159534203	334	446
#	1	0	#	1	1	1	0.2373046875	0.75	1	152.1198147909539	4964	1470	0.6666666666666666	152.1198147909539	165	220
1	1	#	#	#	1	1	1.0	1.0	30	155.74415797317621	4988	1470	0.5	80181.62472631705	440	440
1	#	#	#	0	0	0	1.0	1.0	21	184.38991549661228	4997	1485	0.5	46515.354206765114	438	438
1	1	1	#	0	#	1	0.03054301570680846	0.4977168949771689	1	170.03448388002445	4840	1512	0.6666666666666666	3184.5323838150903	109	219
1	0	#	0	#	#	1	0.030890808416088364	0.49884526558891457	1	150.36915087621657	4889	1518	0.5	2784.518136547213	216	433
1	#	#	#	1	1	1	1.0	1.0	18	171.23404125176282	4988	1534	0.5	32627.458237168474	433	433
0	#	#	0	#	0	0	0.2382367550381043	0.7505882352941177	4	157.6928310980098	4993	1587	0.5	630.7713243920392	319	425
0	1	0	#	#	#	1	0.030513004885362165	0.4976190476190476	1	147.01708904549633	4964	1636	0.5	2756.1536089788874	209	420
#	#	#	#	1	1	1	0.23636672548290924	0.7494061757719715	5	179.78269946035508	4991	1638	0.3333333333333333	11320.044503686642	631	842
#	1	0	#	#	0	0	0.2410954204315711	0.7523809523809524	4	172.21470843046095	4997	1642	0.5	688.8588337218438	316	420
1	0	#	#	#	1	0	0.030877092579160565	0.4988009592326139	1	150.15570218757978	4974	1661	0.5	2740.165351690258	208	417
#	0	1	#	#	#	1	0.23777986693823797	0.7503001200480192	6	163.7561123020072	4991	1663	0.3333333333333333	14182.26245150894	625	833
#	1	#	0	#	0	1	0.0	0.0	1	183.42587277730453	1665	1665	0.5	10492.553005965403	0	417
1	#	#	#	#	#	1	0.03125	0.5	1	165.77210923282638	4988	1671	0.16666666666666666	3106.818721523026	832	1664
0	#	1	1	1	#	1	1.0	1.0	8	214.62743242877983	4939	1731	0.6666666666666666	1717.0194594302386	204	204
0	#	1	0	#	1	1	0.03048784159720073	0.4975369458128079	1	154.05388419173818	4991	1738	0.6666666666666666	2890.457253382994	101	203
0	#	1	#	1	#	1	0.23925941076741317	0.7512315270935961	2	194.74896765397585	4991	1739	0.5	389.4979353079517	305	406
#	0	1	#	#	0	1	0.2373046875	0.75	1	143.2443413784498	4955	1758	0.5	143.2443413784498	300	400
1	#	1	#	0	#	0	0.2382926323756987	0.7506234413965087	7	153.9871317143338	4974	1789	0.5	18113.003554156992	301	401
0	0	1	#	#	#	1	1.0	1.0	28	161.30906084456342	4991	1822	0.5	72342.81483693638	394	394
#	1	#	1	1	1	1	1.0	1.0	4	209.67291345851305	4966	1828	0.6666666666666666	838.6916538340522	198	198
#	#	0	#	1	0	0	0.09609765358583233	0.6259541984732825	1	150.66788153207003	4970	1834	0.5	150.66788153207003	246	393
1	#	1	0	0	#	0	0.2393191469671438	0.751269035532995	3	159.83156435629706	4974	1838	0.6666666666666666	479.4946930688912	148	197
#	0	#	1	1	#	1	0.2393191469671438	0.751269035532995	5	174.8743457197645	4960	1847	0.5	10837.123126523325	296	394
0	#	#	1	#	1	1	0.23528336463613272	0.7487179487179487	1	180.90477431246933	4964	1892	0.5	180.90477431246933	292	390
#	1	#	1	1	#	1	0.23325521460483223	0.7474226804123711	1	185.89636836355788	4966	1892	0.5	185.89636836355788	290	388
#	1	#	1	#	1	1	1.0	1.0	26	183.06206429024297	4966	1894	0.5	70788.9758130517	389	389
#	0	#	#	0	1	0	0.23833376092265937	0.7506493506493507	2	135.76023830784445	4998	1917	0.5	271.5204766156889	289	385
#	0	#	1	0	#	0	0.2373046875	0.75	1	155.87196101989306	4998	1926	0.5	155.87196101989306	288	384
1	#	#	#	#	1	1	0.2373046875	0.75	5	152.73438795659288	4988	1927	0.3333333333333333	9235.422093805098	576	768
0	1	1	#	0	#	1	0.03207667389636223	0.5026178010471204	1	172.837710501265	4762	1943	0.6666666666666666	3082.2634292784933	96	191
#	0	0	#	0	0	0	1.0	1.0	11	199.03858605342262	4965	1957	0.6666666666666666	2189.4244465876486	189	189
#	#	1	#	#	1	1	0.23834458374776954	0.7506561679790026	6	187.54363020280482	4991	1958	0.3333333333333333	16203.920707758276	572	762
#	0	#	#	0	#	0	0.2373046875	0.75	7	152.96559007278952	4998	1990	0.3333333333333333	18067.750598234983	564	752
0	0	#	#	#	1	0	0.03125	0.5	1	153.75211479663295	4998	1990	0.5	2814.4377930659007	188	376
#	0	#	1	0	0	0	0.23519719919186724	0.7486631016042781	1	173.72750792128937	4956	1997	0.6666666666666666	173.72750792128937	140	187
#	0	#	1	#	0	0	0.03125	0.5	1	169.70318093238257	4956	2012	0.5	3106.4226118212555	186	372
#	#	#	#	0	#	0	0.0965282333355384	0.626514131897712	1	162.3367895021608	4998	2030	0.16666666666666666	162.3367895021608	931	1486
#	1	#	1	0	0	1	0.02957029160259521	0.4945054945054945	1	154.32961512484454	4762	2074	0.6666666666666666	2985.4805316157795	90	182
1	#	0	#	#	0	0	0.24277230786404397	0.7534246575342466	5	183.04534042311997	4997	2085	0.5	10782.516153746425	275	365
#	#	1	#	1	1	1	0.5169475686295897	0.8763736263736264	5	204.98169657019994	4991	2103	0.5	1024.9084828509997	319	364
0	#	#	0	0	0	0	0.2373046875	0.75	1	164.1088771478063	4993	2113	0.6666666666666666	164.1088771478063	135	180
#	0	1	0	0	1	1	0.029533393314702866	0.4943820224719101	1	123.61435889309129	4874	2122	0.8333333333333334	2394.28667877206	44	89
1	0	#	#	0	#	1	0.0	0.0	1	155.21566043260597	2158	2158	0.5	8878.837645888276	0	355
#	#	0	1	#	0	0	0.09619960313488579	0.6260869565217392	2	164.89196831448604	4997	2235	0.5	3921.9927884973454	216	345
0	0	#	#	0	#	0	0.03125	0.5	1	146.7832120822812	4998	2246	0.5	2686.871787216721	172	344
#	0	#	#	#	1	1	0.03147743717654183	0.5007256894049347	1	157.17651128541223	4991	2246	0.3333333333333333	2900.81054418872	345	689
0	#	#	1	1	0	1	0.2350007759531307	0.7485380116959064	1	156.19802701175192	4939	2251	0.6666666666666666	156.19802701175192	128	171
#	0	0	1	0	0	0	1.0	1.0	2	199.6965340684254	4956	2268	0.8333333333333334	399.3930681368508	85	85
0	#	#	#	#	#	0	0.03136900214705023	0.5003802281368821	1	168.7740879062009	4998	2369	0.16666666666666666	3077.695456007119	658	1315
#	0	0	#	0	#	0	1.0	1.0	29	168.19976902959826	4998	2374	0.5	80917.40908257007	328	328
0	#	#	1	1	#	1	0.23609764683325662	0.7492354740061162	1	186.39522314945285	4964	2379	0.5	186.39522314945285	245	327
#	0	#	#	0	0	0	0.23482762478473768	0.7484276729559748	2	178.5596861773284	4965	2445	0.5	357.1193723546568	238	318
#	#	#	1	0	#	0	0.031006241440771257	0.49921752738654146	1	157.35487621557735	4998	2445	0.3333333333333333	2903.0309019355154	319	639
1	#	#	0	0	#	0	0.2410954204315711	0.7523809523809524	2	166.99216049788234	4974	2478	0.5	333.9843209957647	237	315
0	#	1	1	#	0	1	1.0	1.0	5	161.33107672213282	4939	2590	0.6666666666666666	806.6553836106641	148	148
#	0	0	1	1	#	1	0.030228846862298545	0.4966887417218543	1	145.71306514689098	4960	2592	0.6666666666666666	2821.6737865606115	75	151
1	0	#	#	0	#	0	1.0	1.0	27	155.21566043260597	4974	2597	0.5	64726.72643852555	300	300
#	#	0	#	0	0	0	0.5178124269724281	0.8766666666666667	7	188.3425279276836	4997	2597	0.5	1318.3976954937852	263	300
#	#	#	#	0	0	0	0.23930555886178018	0.7512605042016807	2	180.78708401637294	4997	2619	0.3333333333333333	361.5741680327459	447	595
#	#	1	#	1	0	1	0.09601795741043331	0.6258503401360545	1	163.6975415174214	4939	2635	0.5	163.6975415174214	184	294
#	#	1	#	#	0	1	0.030718549817341536	0.4982876712328767	1	165.2230737599995	4955	2649	0.3333333333333333	3076.7383558309652	291	584
1	1	#	1	#	#	0	0.03178692900760871	0.5017064846416383	1	160.61508798705447	4997	2666	0.5	2890.4026425870215	147	293
1	#	#	#	0	#	0	0.23867638723997833	0.7508650519031141	6	167.1616994638629	4997	2685	0.3333333333333333	14422.827215509422	434	578
0	1	0	#	#	#	0	0.03180603586251066	0.5017667844522968	1	147.01708904549633	4973	2733	0.5	2644.1059457744977	142	283
0	#	1	#	#	#	1	0.2387256695887565	0.7508960573476703	9	186.12589803348	4991	2762	0.3333333333333333	36125.45140745238	419	558
0	#	1	1	#	#	1	1.0	1.0	18	196.67199514857634	4939	2763	0.5	36450.88787395969	279	279
#	0	0	#	1	#	1	0.03125	0.5	1	133.83056377378963	4960	2784	0.5	2409.8105195620033	139	278
1	#	1	#	#	1	1	0.23305202557535512	0.7472924187725631	3	163.37550038657292	4988	2792	0.5	490.12650115971877	207	277
#	#	0	1	0	#	0	0.095367431640625	0.625	1	162.6148227223063	4998	2822	0.5	162.6148227223063	170	272
1	1	#	#	#	#	1	0.030393105282120178	0.49722735674676527	3	170.14190406257933	4988	2856	0.3333333333333333	28820.35335935322	269	541
#	#	#	1	#	1	1	0.23648014108616638	0.7494780793319415	3	173.80946068502345	4966	3087	0.3333333333333333	537.785477568838	359	479
0	#	1	#	#	1	1	0.23559746662675993	0.7489177489177489	3	193.47170980181394	4991	3146	0.5	580.4151294054418	173	231
#	0	#	1	1	0	1	0.22698868709122902	0.7433628318584071	1	159.34199905990866	4960	3168	0.6666666666666666	159.34199905990866	84	113
#	#	#	#	0	1	0	0.03195064477981338	0.5022222222222222	1	138.82331504277093	4998	3197	0.3333333333333333	2485.44044786969	226	450
0	0	1	0	#	1	0	0.0	0.0	1	134.37031559609906	3338	3338	0.8333333333333334	7686.4165205968475	0	51
#	0	#	1	1	1	1	0.24622492641704344	0.7555555555555555	1	181.35273152883428	4935	3575	0.6666666666666666	188.69091441104285	68	90
#	#	0	0	#	#	0	0.2421673267797727	0.7530487804878049	1	153.1059504402096	4973	3693	0.3333333333333333	153.1059504402096	247	328
1	#	#	1	1	#	1	0.23246189771549627	0.7469135802469136	2	171.30104930580939	4966	3703	0.5	352.2526232645235	121	162
0	#	0	#	#	1	0	0.2373046875	0.75	1	136.38823599751308	4998	3782	0.5	136.38823599751308	114	152
#	0	#	1	0	1	0	0.2373046875	0.75	1	140.8303202626319	4998	3846	0.6666666666666666	140.8303202626319	54	72
#	0	0	#	0	0	1	0.0	0.0	1	199.03858539851356	3868	3868	0.6666666666666666	11385.65064952319	0	71
0	0	#	1	#	#	1	0.028953237124169483	0.49242424242424243	1	164.92831239007793	4830	3934	0.5	3258.5070546550924	65	132
1	#	0	#	1	0	0	0.03372895734635449	0.5076923076923077	2	157.3642328981872	4970	3946	0.6666666666666666	10675.388326541382	33	65
1	#	#	1	0	#	0	0.23376289008649898	0.7477477477477478	2	157.02580428299186	4997	4109	0.5	314.0516085659837	83	111
0	#	1	#	#	0	1	0.2451617806554396	0.7549019607843137	1	153.5588766216759	4955	4171	0.5	153.5588766216759	77	102
1	#	#	#	0	0	1	0.0	0.0	1	184.3899154980719	4197	4197	0.5	10547.6993666969	0	101
#	0	0	1	0	0	1	0.0	0.0	1	199.72645420064615	4252	4252	0.8333333333333334	11424.998969137232	0	23
0	#	#	#	#	#	1	0.02958815237255159	0.4945652173913043	2	168.7740879062009	4991	4254	0.16666666666666666	13051.742353066487	182	368
#	1	1	0	0	1	1	0.03125	0.5	1	154.73828517969264	4840	4264	0.8333333333333334	2832.4896761255686	11	22
#	1	#	1	#	1	0	0.0	0.0	1	183.0620647520252	4342	4342	0.5	10471.742010594682	0	81
0	0	#	#	#	0	1	0.029050200323062714	0.4927536231884058	1	149.15027347989857	4955	4440	0.5	2936.9428801494387	34	69
#	#	0	1	0	0	0	0.26150027784488145	0.7647058823529411	2	177.44957294702897	4997	4444	0.6666666666666666	354.89914589405794	26	34
#	#	1	1	1	1	0	0.0	0.0	1	228.39099236895868	4471	4471	0.6666666666666666	13064.703235327053	0	34
0	#	0	#	#	#	0	0.2373046875	0.75	1	143.28685665481117	4998	4486	0.3333333333333333	143.28685665481117	96	128
#	#	#	0	0	#	0	0.24432505180968345	0.7543859649122807	1	163.78187608686972	4993	4545	0.3333333333333333	163.78187608686972	86	114
0	1	#	#	#	#	1	0.03125	0.5	2	167.8184763881894	4964	4567	0.3333333333333333	12287.692119133078	53	106
0	#	0	1	#	#	0	0.03431148168782393	0.5094339622641509	1	146.696591111694	4998	4572	0.5	2445.688417599055	27	53
#	#	0	1	1	#	1	0.08023623535321074	0.6037735849056604	1	146.58053812531773	4964	4576	0.5	145.22567265664716	32	53
1	#	#	1	1	0	0	0.038020403200000004	0.52	1	155.30651632137446	4970	4586	0.6666666666666666	2336.649311624406	13	25
