A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	1	1	#	#	#	0	0.030994690911380532	0.49918032786885247	1	163.94996495226275	9946	230	0.5	2955.216771434991	609	1220
#	#	1	1	#	1	1	0.5120094111532739	0.8746928746928747	8	194.2305519398023	9999	239	0.5	1553.8444155184184	1068	1221
#	#	0	#	#	0	0	0.236657022254653	0.7495901639344262	4	173.0856906623705	9995	249	0.3333333333333333	692.342762649482	1829	2440
#	#	#	0	0	#	0	0.23779236651234056	0.7503080082135524	3	186.6605141724258	9995	252	0.3333333333333333	559.9815425172774	1827	2435
#	#	1	#	1	1	1	0.5135107999907618	0.8752052545155994	4	198.15995898261357	9999	255	0.5	792.6398359304543	1066	1218
#	#	0	0	0	0	0	1.0	1.0	18	223.44923546430732	9995	267	0.6666666666666666	40447.269402590275	609	609
1	1	#	#	#	0	0	1.0	1.0	26	157.14172865031273	9969	272	0.5	59347.65272096901	1215	1215
#	#	1	0	1	#	1	0.09513218895399089	0.6246913580246913	1	158.54540714258331	9940	276	0.5	158.54540714258331	759	1215
#	#	1	1	1	1	1	1.0	1.0	17	235.8285846996742	9999	290	0.6666666666666666	4009.0859398944613	607	607
0	#	1	#	#	1	1	0.23763200426056158	0.750206782464847	5	175.25188954065183	9954	315	0.5	10300.613960387866	907	1209
1	#	#	#	0	#	0	0.2373046875	0.75	8	159.69497362657899	9968	368	0.3333333333333333	24061.917225753703	1803	2404
0	1	#	#	1	#	0	0.03125	0.5	1	141.7423570616915	9909	373	0.5	2534.048677815215	601	1202
0	#	1	1	#	#	1	1.0	1.0	16	178.5948236247108	9954	378	0.5	2857.517177995373	1203	1203
#	0	#	#	1	0	1	0.23862158042165266	0.7508305647840532	4	156.40723078081226	9984	382	0.5	625.628923123249	904	1204
#	1	#	#	#	0	0	0.2373046875	0.75	8	164.6841381770811	9995	398	0.3333333333333333	24813.655753984167	1800	2400
#	#	0	1	0	#	0	0.0951290529106304	0.6246872393661385	1	141.71939640642216	9917	412	0.5	141.71939640642216	749	1199
#	0	#	1	1	1	1	0.23796791986281648	0.7504187604690117	1	201.7812796466768	9775	431	0.6666666666666666	201.7812796466768	448	597
#	1	0	0	#	#	0	0.23796791986281648	0.7504187604690117	4	167.5555117753015	9995	459	0.5	670.222047101206	896	1194
#	0	#	#	1	1	1	0.23664071285347374	0.7495798319327731	3	173.48974666675795	9974	473	0.5	520.4692400002739	892	1190
#	#	#	#	0	#	0	0.09534731787015609	0.6249736342543767	2	181.36312473297016	9995	513	0.16666666666666666	4250.752556299658	2963	4741
#	#	0	0	#	#	0	0.23780554145318944	0.7503163222269085	4	168.91180032309322	9995	523	0.3333333333333333	675.6472012923729	1779	2371
#	#	0	0	#	0	0	0.5135355039250219	0.8752136752136752	8	189.3256011802953	9995	651	0.5	1514.6048094423625	1024	1170
0	#	1	#	1	#	1	0.2369659711871324	0.7497857754927164	3	174.34178605910614	9954	660	0.5	523.0253581773184	875	1167
#	1	#	#	1	0	0	0.23662473182259988	0.7495697074010327	4	138.4335226742914	9969	693	0.5	553.7340906971656	871	1162
1	#	#	#	#	0	0	0.23713418550424198	0.7498921949115999	4	163.14971658602957	9969	720	0.3333333333333333	652.5988663441183	1739	2319
#	#	#	#	0	0	0	0.23628094145420256	0.749351771823682	5	183.0826565768565	9995	740	0.3333333333333333	10822.406589440914	1734	2314
#	1	#	1	#	1	1	1.0	1.0	26	179.16677037437273	9999	741	0.5	67665.84126726617	1158	1158
#	0	0	#	#	#	0	0.2371335954469155	0.7498918217221981	11	156.98066002918	9980	748	0.3333333333333333	53257.51288453415	1733	2311
#	#	1	0	0	#	0	0.095367431640625	0.625	1	146.85194124748455	9971	755	0.5	146.85194124748455	720	1152
#	0	#	1	1	0	1	0.2373046875	0.75	1	152.1941759031037	9984	772	0.6666666666666666	152.1941759031037	432	576
#	1	0	#	#	0	0	0.2373046875	0.75	3	167.0471874888162	9995	782	0.5	501.1415624664486	864	1152
1	#	0	#	#	0	0	0.2373046875	0.75	3	163.45642232918757	9969	782	0.5	490.3692669875627	864	1152
#	0	1	#	1	#	1	1.0	1.0	28	183.59103338616447	9984	788	0.5	80414.21995407579	1151	1151
#	0	#	#	0	1	0	0.23764910643692086	0.7502175805047868	4	143.41911270832512	9980	796	0.5	573.6764508333005	862	1149
1	#	0	1	#	1	1	0.23799573154992837	0.7504363001745201	3	153.6235805773488	9928	805	0.6666666666666666	460.87074173204644	430	573
#	#	0	#	1	1	1	0.09520111247701193	0.62478184991274	1	141.4988470067414	9974	822	0.5	141.4988470067414	716	1146
#	0	#	1	1	#	1	0.2373046875	0.75	4	172.6106884137854	9984	836	0.5	690.4427536551416	858	1144
#	1	#	0	#	0	0	1.0	1.0	23	177.57455414872868	9995	846	0.5	52480.955007942284	1144	1144
0	#	#	0	0	#	0	0.23800059519641134	0.7504393673110721	4	181.7772655837083	9995	892	0.5	727.1090623348332	854	1138
1	0	#	#	1	#	1	1.0	1.0	35	166.86844036635358	9984	900	0.5	114202.50232541421	1136	1136
0	#	#	0	#	#	0	0.2374787410993038	0.7501099868015838	7	163.84730213718873	9995	907	0.3333333333333333	18887.564535320384	1705	2273
#	#	0	1	#	1	1	0.09570489567557952	0.6254416961130742	1	146.43510877039796	9928	933	0.5	146.43510877039796	708	1132
1	#	#	#	1	1	1	1.0	1.0	22	185.82987391251532	9999	950	0.5	50248.86057513886	1132	1132
#	0	1	#	#	1	1	0.23660549916042684	0.7495575221238938	4	176.93677015248645	9940	955	0.5	707.7470806099458	847	1130
0	#	#	1	1	#	1	0.2380055277898959	0.7504424778761062	4	165.26778549793465	9989	955	0.5	661.0711419917386	848	1130
1	#	0	#	1	#	1	0.23695395642403264	0.7497781721384206	5	147.30900743476064	9974	985	0.5	8683.017410647977	845	1127
#	#	#	#	#	1	1	0.09540988131129594	0.6250556297285269	2	171.64979889316822	9999	1005	0.16666666666666666	4020.455496047297	2809	4494
1	#	#	#	0	0	0	1.0	1.0	20	175.24777612409326	9917	1040	0.5	39163.16941025897	1119	1119
#	0	0	#	#	0	0	0.2365980034056265	0.7495527728085868	1	169.41349121452447	9917	1046	0.5	169.41349121452447	838	1118
#	1	#	1	#	#	1	0.23801305919727977	0.7504472271914132	8	162.71484299509834	9999	1061	0.3333333333333333	24443.966705451545	1678	2236
#	#	#	#	1	1	1	0.2373046875	0.75	4	175.86843626287344	9999	1071	0.3333333333333333	703.4737450514938	1674	2232
#	0	1	#	#	#	1	0.23766025334493687	0.7502246181491464	11	170.04077162064027	9984	1090	0.3333333333333333	48366.78342026635	1670	2226
#	#	1	#	1	#	1	0.23712682460325946	0.7498875393612235	6	184.73913108620053	9999	1108	0.3333333333333333	15669.171579326043	1667	2223
1	#	#	#	1	#	1	0.23748281741803565	0.75011256190905	8	173.5125953283362	9999	1119	0.3333333333333333	26124.26687187364	1666	2221
1	#	#	#	#	1	1	0.23748313890379644	0.7501127649977447	9	172.91449457907788	9999	1133	0.3333333333333333	32949.51014379129	1663	2217
#	#	#	0	0	0	0	0.5132405719870652	0.8751131221719457	9	200.50627831521493	9995	1163	0.5	1804.5565048369344	967	1105
#	#	#	1	1	#	1	0.237665442507083	0.7502278942570647	6	174.57802681238041	9999	1221	0.3333333333333333	14773.771154998562	1646	2194
#	1	1	1	#	#	1	0.23803127816073233	0.7504587155963303	4	175.48698734810736	9999	1272	0.5	701.9479493924295	818	1090
#	0	#	0	0	#	0	0.2369397157335286	0.7497691597414589	4	171.4413019735791	9980	1328	0.5	685.7652078943164	812	1083
#	0	1	0	#	#	1	0.2384023021266854	0.7506925207756233	4	161.4949324319058	9970	1330	0.5	645.9797297276232	813	1083
0	#	0	#	1	#	0	0.2369370013489487	0.7497674418604651	4	130.25673911815576	9964	1388	0.5	521.026956472623	806	1075
1	#	#	1	1	#	1	0.2376721459112968	0.7502321262766946	1	176.01200635954464	9999	1391	0.5	176.01200635954464	808	1077
0	#	0	#	0	#	0	0.2369370013489487	0.7497674418604651	3	172.76742618585754	9995	1404	0.5	518.3022785575727	806	1075
#	#	#	0	#	0	0	0.2373046875	0.75	7	181.73100532683924	9995	1422	0.3333333333333333	20964.481057129273	1608	2144
0	#	0	#	#	0	0	0.23582707885020218	0.7490636704119851	3	169.60825228631182	9995	1465	0.5	508.8247568589355	800	1068
1	#	0	0	1	#	1	0.2358159551412716	0.7490566037735849	4	146.5969220892533	9974	1513	0.6666666666666666	586.3876883570132	397	530
#	#	0	1	#	0	0	0.09429267817881905	0.6235849056603774	1	132.2338941299394	9969	1521	0.5	132.2338941299394	661	1060
#	1	1	#	#	1	1	0.23805612669392875	0.7504743833017078	4	172.46043147066803	9999	1565	0.5	689.8417258826721	791	1054
0	#	0	#	#	#	0	0.23654942176196178	0.7495219885277247	8	156.9645401432987	9995	1622	0.3333333333333333	23726.02368899652	1568	2092
#	0	#	0	1	0	1	0.23654942176196178	0.7495219885277247	2	156.20099831244255	9951	1631	0.6666666666666666	312.4019966248851	392	523
#	#	#	#	#	0	0	0.09543620953451937	0.6250901225666907	3	174.62469693389812	9995	1676	0.16666666666666666	9200.264587261367	2601	4161
0	#	#	0	1	0	0	0.23501853223020688	0.7485493230174082	1	152.99050057512156	9913	1721	0.6666666666666666	152.99050057512156	387	517
1	#	#	0	#	0	0	0.23768780767768358	0.750242013552759	3	172.24651383275457	9946	1740	0.5	516.7395414982637	775	1033
#	1	#	#	0	0	0	0.2373046875	0.75	4	176.60341854792762	9995	1740	0.5	706.4136741917105	774	1032
#	1	#	0	#	#	0	0.23672954310870442	0.7496360989810772	6	165.99943650750342	9995	1749	0.3333333333333333	14103.340103941233	1545	2061
0	#	0	1	1	#	1	0.03125	0.5	1	128.48578477988036	9989	1797	0.6666666666666666	2297.0496596003245	256	512
0	0	1	#	#	#	1	1.0	1.0	28	171.4528919282907	9970	1851	0.5	75097.6249165934	1018	1018
1	#	0	0	#	1	1	0.2373046875	0.75	1	138.5330987062846	9974	1910	0.6666666666666666	138.5330987062846	378	504
0	#	1	#	#	#	1	0.23689931573359238	0.7497435897435898	11	168.34505338583364	9970	2199	0.3333333333333333	48038.257762585	1462	1950
0	#	1	0	#	#	1	0.0309271721919906	0.49896265560165975	1	144.09828401418577	9970	2290	0.5	2603.058456789463	481	964
#	#	1	1	#	0	1	0.09626205418649088	0.6261682242990654	1	155.21929185684743	9984	2296	0.5	155.21929185684743	603	963
0	#	0	0	#	#	0	1.0	1.0	18	167.32474475849156	9995	2297	0.5	30287.993668465348	964	964
#	#	0	0	1	0	0	0.2381280895101729	0.7505197505197505	2	151.84578821559924	9913	2297	0.6666666666666666	303.6915764311985	361	481
#	1	#	0	0	#	0	0.23648014108616638	0.7494780793319415	4	175.38060349527456	9995	2328	0.5	701.5224139810982	718	958
#	#	1	1	1	#	1	0.5125270227302046	0.8748696558915537	10	202.30592341679284	9999	2338	0.5	22052.465688358952	839	959
#	#	1	0	0	0	0	0.2373046875	0.75	1	160.62882687896922	9971	2419	0.6666666666666666	160.62882687896922	354	472
0	1	#	1	#	#	1	1.0	1.0	33	147.20821457289836	9989	2437	0.5	89562.30239606087	946	946
0	1	#	0	#	#	0	1.0	1.0	21	155.09906799992555	9995	2453	0.5	38213.17313576884	941	941
1	#	0	1	1	#	1	0.23645898384370387	0.7494646680942184	2	146.1308336937519	9928	2521	0.6666666666666666	292.2616673875038	350	467
#	#	#	1	1	1	1	0.5121249110289942	0.8747323340471093	6	201.60512789320515	9999	2530	0.5	1209.630767359231	817	934
#	1	#	#	1	1	1	0.2373046875	0.75	4	170.97983088267807	9999	2575	0.5	683.9193235307123	696	928
0	0	0	#	#	#	0	1.0	1.0	24	154.6481273554044	9980	2588	0.5	49765.96998918233	926	926
1	#	#	1	#	0	0	0.23686701759431292	0.7497231450719822	6	144.02739835906894	9969	2768	0.5	12229.490083336872	677	903
1	#	#	0	1	#	1	0.23818294222964234	0.7505543237250555	6	158.26085383626716	9974	2783	0.5	13363.821740090832	677	902
1	1	#	#	#	1	1	1.0	1.0	22	164.38914140484758	9999	2831	0.5	44451.233123086415	896	896
0	#	#	0	0	0	0	0.2373046875	0.75	4	199.50957894208568	9995	2891	0.6666666666666666	798.0383157683427	333	444
0	#	0	1	#	#	1	0.03142775835801066	0.5005675368898979	1	130.771136186822	9989	2949	0.5	2324.68340954981	441	881
#	#	#	0	#	#	0	0.09553000819958762	0.6252129471890971	2	170.73945693513912	9995	2956	0.16666666666666666	3994.104252690239	2202	3522
#	1	#	#	#	1	1	0.23778331721026286	0.7503022974607013	6	167.35440444191016	9999	3373	0.3333333333333333	14155.447077325729	1241	1654
#	0	1	#	#	0	1	0.23969974970601135	0.7515078407720145	4	162.08747086173656	9984	3378	0.5	648.3498834469463	623	829
#	1	#	1	1	#	1	0.2373046875	0.75	3	167.97412021041833	9999	3502	0.5	503.922360631255	609	812
#	#	0	#	1	0	0	0.09453897796266146	0.6239103362391034	2	137.16013052785306	9969	3577	0.5	3242.2186719267393	501	803
#	0	#	#	0	0	0	0.23780385578689212	0.7503152585119798	3	173.2015985711448	9917	3645	0.5	519.6047957134344	595	793
1	#	1	1	1	0	1	0.03125	0.5	1	154.21863367238706	9984	3776	0.8333333333333334	2757.097686627942	97	194
0	#	#	1	#	1	1	0.2373046875	0.75	4	174.33863681802347	9954	3785	0.5	697.3545472720939	582	776
0	#	#	#	0	#	1	0.03125	0.5	1	172.04243397600513	9970	3927	0.3333333333333333	3075.748924898008	759	1518
#	#	1	0	#	#	1	0.031042497414304433	0.4993342210386152	1	156.37045445120012	9970	3991	0.3333333333333333	2814.2544996828374	750	1502
#	#	0	0	1	#	0	0.095367431640625	0.625	1	141.21096268200625	9913	4046	0.5	141.21096268200625	465	744
1	#	#	0	0	#	0	0.23784181875927488	0.7503392130257802	3	161.17744807505582	9968	4080	0.5	483.53234422516744	553	737
#	#	1	0	#	1	1	0.094817447919945	0.6242774566473989	1	145.2852583119931	9949	4445	0.5	145.2852583119931	432	692
0	#	#	0	1	#	0	0.23613339320656082	0.7492581602373887	1	138.71912738897154	9913	4601	0.5	138.71912738897154	505	674
1	#	0	#	0	#	0	0.23611220404822958	0.7492447129909365	3	167.0053573357008	9947	4699	0.5	501.0160720071024	496	662
0	#	1	#	0	#	1	0.23790728924006457	0.7503805175038052	4	151.32743053136943	9970	4730	0.5	605.3097221254777	493	657
#	1	#	0	1	#	0	0.23608272981297795	0.7492260061919505	1	139.98937088343632	9946	4821	0.5	139.98937088343632	484	646
#	1	0	#	#	1	1	0.2373046875	0.75	2	140.72806662262104	9928	4872	0.5	281.4561332452421	480	640
#	1	1	1	1	#	1	0.23606743948074138	0.7492163009404389	2	190.32656616561766	9999	4898	0.6666666666666666	380.6531323312353	239	319
0	0	#	#	#	#	1	0.03125	0.5	1	164.77214812068323	9970	4978	0.3333333333333333	2945.771840835559	628	1256
#	#	#	1	0	1	1	0.095367431640625	0.625	1	149.8690482528377	9972	5001	0.5	149.8690482528377	390	624
#	#	1	0	1	1	1	0.2360356813868746	0.7491961414790996	1	159.74820367143434	9940	5012	0.6666666666666666	159.74820367143434	233	311
0	#	0	#	#	1	0	0.23795483693889433	0.7504105090311987	1	136.0495205678658	9980	5116	0.5	136.0495205678658	457	609
#	#	1	#	0	1	1	0.09520779419461713	0.6247906197654941	1	144.4315990926982	9972	5213	0.5	144.4315990926982	373	597
#	#	#	0	0	1	0	0.09585087487860897	0.6256323777403036	1	134.21364756633102	9980	5232	0.5	134.21364756633102	371	593
0	#	#	0	0	1	0	0.2373046875	0.75	1	137.83721132145095	9980	5244	0.6666666666666666	137.83721132145095	222	296
0	#	1	#	1	1	1	0.23596700946979557	0.7491525423728813	2	192.75140773126085	9954	5268	0.6666666666666666	385.5028154625217	221	295
#	#	0	#	0	0	0	0.5135355039250219	0.8752136752136752	4	191.68734363872804	9995	5323	0.5	766.7493745549122	512	585
0	#	#	0	#	0	0	0.2373046875	0.75	3	182.52160945417606	9995	5429	0.5	547.5648283625281	429	572
0	#	#	#	#	#	1	0.0314606733938888	0.500672344240251	1	163.46213489103633	9989	5538	0.16666666666666666	2902.7823716355556	1117	2231
#	#	#	0	1	0	0	0.09426789576530518	0.6235521235521235	1	153.66812543662022	9946	5850	0.5	153.66812543662022	323	518
1	#	#	0	#	1	1	0.2373046875	0.75	2	149.86285276667533	9974	5869	0.5	299.72570553335066	387	516
0	1	#	#	0	#	1	0.03186033311684236	0.501937984496124	1	162.06162645763575	9400	5875	0.5	2841.8110940784504	259	516
#	1	#	#	0	#	1	0.031098153834647375	0.49951314508276534	1	172.44247422903067	9972	5897	0.3333333333333333	3097.9539826065984	513	1027
#	0	0	1	#	#	0	0.23572054972519474	0.748995983935743	5	144.48983962024823	9964	5996	0.5	8561.408053643632	373	498
1	#	0	1	#	0	0	0.234157455059968	0.748	2	140.1223793679894	9969	6001	0.6666666666666666	280.2447587359788	187	250
#	0	1	#	0	#	1	0.03093561624048281	0.498989898989899	1	139.64873620015993	9970	6039	0.5	2521.991175066621	247	495
1	#	1	#	#	1	1	0.23649366745427597	0.7494866529774127	4	175.8877300126215	9999	6109	0.5	703.550920050486	365	487
#	1	1	#	#	0	0	0.23556747178726203	0.748898678414097	3	145.9517709456903	9971	6362	0.5	437.85531283707087	340	454
#	0	0	1	#	1	0	0.2373046875	0.75	1	141.14586934058656	9964	6444	0.6666666666666666	141.14586934058656	165	220
#	0	#	#	#	#	0	0.030893268580498567	0.4988532110091743	1	162.7036573027645	9980	6512	0.16666666666666666	2942.380133237072	870	1744
#	#	0	1	0	0	0	0.2318870007878561	0.7465437788018433	1	144.61660611574	9917	6525	0.6666666666666666	144.61660611574	162	217
#	0	1	0	#	0	1	0.24102412417573232	0.7523364485981309	1	159.11393204031606	9970	6578	0.6666666666666666	159.11393204031606	161	214
0	#	#	1	1	0	1	0.2373046875	0.75	1	144.91119125664414	9989	6597	0.6666666666666666	144.91119125664414	159	212
#	1	0	1	1	0	0	0.02978998076688114	0.49523809523809526	1	117.33752814741773	9969	6641	0.8333333333333334	2200.5540322402435	52	105
0	1	#	#	0	#	0	0.030498833223870047	0.4975728155339806	1	162.06162645763575	9995	6707	0.5	2968.6725209414017	205	412
1	#	1	0	1	#	1	0.24132670919086652	0.7525252525252525	1	165.03051699537423	9726	6846	0.6666666666666666	165.03051699537423	149	198
1	#	#	#	#	#	1	0.031146454696795688	0.4996682149966821	1	179.21857119716182	9999	6984	0.16666666666666666	3214.6945624900945	753	1507
0	#	#	#	0	0	1	0.03125	0.5	1	172.86413796732114	9970	7026	0.5	3090.4392260607265	187	374
1	#	#	1	1	0	0	0.029494837976210178	0.4942528735632184	1	138.9062091078966	9969	7217	0.6666666666666666	2631.121895941313	86	174
#	0	1	1	#	#	1	0.2373046875	0.75	2	173.95742934065368	9984	7234	0.5	347.91485868130735	258	344
0	#	#	#	#	0	1	0.03125	0.5	1	169.1733883322618	9989	7301	0.3333333333333333	3024.4565556244042	338	676
1	#	1	#	#	0	0	0.230025959045606	0.7453416149068323	1	155.8830360400336	9946	7402	0.5	155.8830360400336	240	322
#	#	1	#	0	#	1	0.03173675074994348	0.5015479876160991	1	148.72547269560656	9972	7410	0.3333333333333333	2618.11200022807	324	646
1	0	0	1	#	#	0	0.030267374574427543	0.4968152866242038	1	152.03126805016115	9917	7485	0.6666666666666666	2806.2314715164566	78	157
#	0	0	0	#	#	0	0.2347639755129309	0.7483870967741936	2	162.54468019446523	9980	7515	0.5	325.08936038893046	232	310
0	1	#	#	#	#	1	0.03153669532607772	0.5009140767824497	1	158.90570563637473	9989	7813	0.3333333333333333	2815.066335223122	274	547
1	#	1	0	#	#	0	0.030677671178081144	0.4981549815498155	1	158.320211830547	9968	7834	0.5	2883.230069413093	135	271
#	1	#	#	1	#	0	0.030246336864932843	0.4967462039045553	1	162.34943704528942	9969	8154	0.3333333333333333	2998.7711685928434	229	461
#	1	#	0	#	1	1	0.03125	0.5	1	126.59396967841647	9949	8301	0.5	2263.2280719259434	105	210
#	#	1	#	1	0	1	0.098123534241685	0.6285714285714286	1	161.86490000093198	9984	8320	0.5	161.86490000093198	132	210
#	1	1	#	1	1	1	0.2331705607570618	0.7473684210526316	1	184.4943303254327	9999	8482	0.6666666666666666	184.4943303254327	71	95
0	#	0	1	#	#	0	0.02960563739296655	0.4946236559139785	1	130.771136186822	9964	8492	0.5	2467.7593488179596	92	186
#	0	0	#	1	#	1	0.03039622655733291	0.4972375690607735	1	135.87480780440688	9974	8543	0.5	2497.379798574781	90	181
1	#	1	1	#	1	1	0.2373046875	0.75	1	187.83496563022382	9999	8591	0.6666666666666666	187.83496563022382	66	88
1	#	#	1	#	#	1	0.03225798193812871	0.5031847133757962	1	168.74686855185004	9999	8741	0.3333333333333333	2922.5628021644684	158	314
0	#	1	0	#	0	1	0.029221486406584365	0.49333333333333335	1	153.96156472029796	9970	8818	0.6666666666666666	2943.576568988958	37	75
1	0	#	#	#	#	0	0.030673447581537977	0.49814126394052044	2	158.5520459588825	9968	8923	0.3333333333333333	11551.398715343368	134	269
#	1	1	0	#	#	0	0.23430086944568226	0.7480916030534351	2	139.62454141832325	9971	8947	0.5	279.2490828366465	98	131
#	1	0	#	1	1	1	0.2373046875	0.75	1	146.7536497024476	9928	9096	0.6666666666666666	146.7536497024476	42	56
0	1	#	#	#	0	1	0.03125	0.5	1	157.63816507476537	9989	9157	0.5	2818.2315580307786	53	106
1	1	#	#	#	0	1	0.0	0.0	1	157.14172864284657	9232	9232	0.5	8779.238567773562	0	95
#	#	1	1	1	1	0	0.0	0.0	1	235.8287370428721	9314	9314	0.6666666666666666	13175.346621913093	0	43
1	0	#	#	0	#	1	0.0	0.0	1	148.00740195053882	9345	9345	0.5	8268.919419064094	0	80
#	0	0	#	1	0	0	0.03125	0.5	1	136.62897917597314	9913	9375	0.6666666666666666	2442.6324721087262	19	38
1	#	#	#	#	#	0	0.02920823763712212	0.49328859060402686	1	179.21857119716182	9969	9405	0.16666666666666666	3428.017116218539	147	298
1	1	#	#	#	#	1	0.030201438353029086	0.4965986394557823	2	172.98893178512586	9999	9416	0.3333333333333333	12800.177905170382	73	147
#	#	#	1	#	0	0	0.024938609871376194	0.47794117647058826	1	140.90059140785846	9969	9457	0.3333333333333333	3156.500766081231	65	136
#	0	#	#	#	#	1	0.03125	0.5	2	162.7036573027645	9984	9492	0.16666666666666666	11635.166684418053	127	254
0	#	#	#	#	#	0	0.029426581877614728	0.4940239043824701	1	163.46213489103633	9995	9494	0.16666666666666666	3103.4351358706526	124	251
1	#	0	#	0	1	1	0.03125	0.5	1	135.21480496563808	9709	9517	0.6666666666666666	2417.3500769081143	14	28
0	0	1	#	#	#	0	0.0	0.0	1	171.45292500333338	9522	9522	0.5	9578.780536186838	0	60
0	1	#	0	#	0	1	0.0	0.0	1	177.5406019483314	9525	9525	0.6666666666666666	9918.88859459533	0	29
0	0	#	#	#	#	0	0.029958857775924084	0.4957983193277311	1	164.77214812078432	9980	9529	0.3333333333333333	3072.726293995975	59	119
#	0	#	0	1	#	1	0.23067648453224557	0.7457627118644068	3	153.8613911090289	9974	9534	0.5	461.58417332708666	44	59
#	#	0	1	#	#	0	0.028304087807184866	0.49019607843137253	1	139.16426358353002	9969	9580	0.3333333333333333	2746.9065652582785	50	102
#	#	1	#	0	1	0	0.00668932236254087	0.3673469387755102	1	144.43166618179447	9968	9601	0.5	12062.730369176636	18	49
1	1	#	#	#	1	0	0.0	0.0	1	164.38861803500907	9629	9629	0.5	9184.1098352436	0	47
#	1	#	1	#	1	0	0.0	0.0	1	179.16536753632172	9634	9634	0.5	10009.661458282579	0	47
1	#	#	#	0	0	1	0.0	0.0	1	175.24961902110883	9642	9642	0.5	9790.895312056758	0	42
#	#	#	1	1	0	1	0.095367431640625	0.625	1	141.5478002167023	9989	9669	0.5	141.5478002167023	25	40
#	#	1	0	#	0	0	0.08825375108068294	0.6153846153846154	1	156.99776911016255	9971	9690	0.5	156.99776911016255	24	39
1	1	#	0	#	#	0	0.02744384574697083	0.48717948717948717	1	158.2012943571548	9946	9690	0.5	3220.552529865059	19	39
